SHA,cbo,wmc,dit,rfc,lcom,totalMethods,totalFields,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocks,uniqueWordsQty,defect
857573f10fbb18b3b15d7053757a2216730b459d0,9,61,3,48,55,17,41,101,392,13,5,6,0,1,37,23,50,0,49,4,193,0
857573f10fbb18b3b15d7053757a2216730b459d1,21,61,3,48,55,17,41,0,392,13,5,6,0,1,37,23,50,0,49,4,193,1
8594453399fec49d61791225563439c60a318e420,9,35,2,19,54,16,3,3,118,14,4,7,1,1,5,17,40,1,30,2,55,0
8594453399fec49d61791225563439c60a318e421,12,35,1,18,62,16,3,0,123,15,4,6,2,1,5,17,40,1,30,2,56,1
85a88645325b9540d033b54e5e8c5ec7c53698f00,11,35,2,26,561,34,0,0,109,29,0,1,0,0,0,0,0,0,0,1,53,0
85a88645325b9540d033b54e5e8c5ec7c53698f01,9,35,1,26,561,34,0,0,109,29,0,1,0,0,0,0,0,0,0,1,53,1
85a923f61e03b741084680b5480934b826c2df170,3,7,4,10,3,6,1,0,32,3,1,0,0,0,0,0,1,0,1,1,33,0
85a923f61e03b741084680b5480934b826c2df171,7,5,1,4,0,5,1,0,27,3,0,0,0,0,0,0,1,0,1,0,30,1
866afc5d3495dc6a0f34abbdcc72ddd19ae4ae0b1,8,1,1,1,0,1,9,1,23,0,0,0,0,0,10,1,3,0,9,0,40,1
86aa4594bc363a200e3e481cdc3c3dc90256e7010,13,28,3,28,1,13,13,9,149,4,0,6,1,0,11,7,26,6,21,3,121,0
86aa4594bc363a200e3e481cdc3c3dc90256e7011,12,28,2,27,1,13,13,0,150,4,0,6,1,0,11,7,26,6,21,3,121,1
86b0a404168f14d231d9a8efe3cfb95d63e14edd0,44,278,9,134,1422,84,47,0,1154,53,11,75,0,26,11,82,243,61,158,10,538,0
86b0a404168f14d231d9a8efe3cfb95d63e14edd1,44,276,9,133,1422,84,47,0,1152,52,11,75,0,26,11,82,243,61,158,10,538,1
86ba83eaf8050e75123f8b391f1ba9dc584327460,18,59,2,62,0,4,5,2,147,8,1,27,0,4,30,18,34,3,35,3,61,0
86ba83eaf8050e75123f8b391f1ba9dc584327461,20,58,1,60,0,4,5,0,146,8,1,26,0,4,30,18,33,3,34,3,60,1
86cd6ec8753f6c97f4ad891ad94d4bca1504d9c20,46,78,2,119,0,18,18,0,381,10,4,17,12,3,86,18,83,31,73,4,255,0
86cd6ec8753f6c97f4ad891ad94d4bca1504d9c21,46,78,2,120,0,18,18,0,382,9,4,17,12,3,84,18,83,31,73,4,254,1
86f82c0e616d256f446571242f4e2253587a5b5b0,47,315,2,151,1186,98,44,0,761,64,0,95,3,4,128,38,97,51,88,2,326,0
86f82c0e616d256f446571242f4e2253587a5b5b1,47,315,2,151,1152,98,44,0,762,64,0,95,3,4,128,38,98,51,88,2,326,1
7ae7fa009eb175ae74c7c14b93555d356ea1462b0,22,6,1,24,6,5,6,0,88,6,0,0,0,0,17,0,14,0,19,3,93,0
7b93d7497d3e69b3e2a3e8f62c5a7721cdfe5bca0,45,159,6,102,1128,73,32,0,950,40,1,56,1,0,11,30,79,11,54,7,259,0
7c089c96d3f607aafcef08af09cdbe56a4b03ab70,8,26,2,13,81,15,2,0,68,13,1,6,0,1,1,0,6,1,6,2,42,0
7c8535e6fbae4ce62c75720b11d9b5c311215bd40,30,56,4,30,158,24,12,0,324,11,6,14,6,1,18,1,36,8,30,3,347,0
7d03752fcc2aa2db60d09628f165022efb03e80a0,24,186,3,140,394,33,1,38,839,56,14,65,0,5,59,67,171,36,133,10,277,0
7def76a0a4fac07209aed20b6537612fc8a738bc0,17,21,1,22,11,10,12,0,107,5,1,4,2,3,5,6,22,3,19,5,59,0
7e68254887430dac7f9c0bb066fa6e613e8ce9410,17,10,6,14,9,10,4,1,77,3,0,0,0,0,0,0,7,0,6,0,55,0
7f09ec447b407dc9461aef5e2245f77612b2643c0,24,9,3,11,1,5,10,0,61,2,0,0,0,0,15,6,13,0,13,1,116,0
7f43a4a10b2d5f383602e9f5745fbc5bc8b69cb80,78,164,27,234,590,66,6,12,1037,38,2,31,6,7,85,36,138,27,85,23,461,0
7fdac4eeb5ea0cdc4bd455d08340f8d012664cff0,18,44,1,42,55,11,0,0,181,8,2,17,0,9,14,13,42,5,32,3,155,0
80602b16846da1c7a9e9df1b5eb051adb8498dfc0,3,54,1,11,61,27,4,3,268,21,4,16,0,33,0,69,42,44,19,3,182,0
80c80280eb98b071ffaa91ccb0457b3d3274c7700,15,15,1,30,0,5,6,0,59,7,1,3,0,0,4,0,15,2,15,3,62,0
8151ac9e0de274921f9378d542b7e5416c1e554f0,34,66,4,111,67,26,14,15,289,22,6,11,9,0,27,10,51,8,55,5,228,0
81c42da1e583d0458d8f6002a855221930f908a40,22,21,5,18,13,14,5,0,176,14,1,2,1,0,4,1,8,1,6,5,87,0
824fa495be68f50086640f332dcd0e489331e5720,18,44,1,42,105,15,1,2,213,14,0,19,3,0,11,14,10,1,8,3,103,0
82e85a844d2a946108478d58444d219aa3ff234a0,9,33,1,14,33,11,4,0,150,16,4,7,0,6,1,5,15,1,12,3,171,0
8369ddfd75c94413a304ebb924724cd9fecbcccc0,54,398,4,183,1010,51,1,0,1604,88,32,149,1,12,142,196,358,64,270,11,390,0
842ed8146b3e080c05a28a8b0336d9d8a95319a30,14,41,1,21,0,3,31,0,108,0,3,2,0,0,92,0,11,2,38,4,162,0
84a89fdc8540a954ada889f0a015e13f53aad5f80,3,4,2,5,1,2,0,0,20,2,0,2,0,0,2,1,2,0,2,2,29,0
853c872852150390d8757905cc022330ee3f3ebf0,7,7,1,12,3,3,0,0,37,1,0,2,0,0,15,2,9,3,6,1,68,0
85acd27cbb12b7547353ffba0c6aa0d959d60ed20,41,146,4,87,1343,72,17,6,639,64,25,32,0,1,5,13,70,0,63,3,231,0
877ed551484aa9ad3e5cb543f5876775dc47c47c1,42,22,11,53,6,14,16,0,204,8,0,2,1,0,12,7,19,1,19,5,149,1
87a83dfdefd28692523270690cf087f3ff20e1290,15,50,1,47,114,16,8,12,191,24,0,16,3,3,16,1,32,2,26,3,112,0
87a83dfdefd28692523270690cf087f3ff20e1291,18,49,1,42,114,16,8,0,188,24,0,15,3,3,16,1,31,2,26,2,112,1
87a90ece4b3028d43e53a09af504efba07945eb90,10,12,2,9,55,11,0,2,39,10,0,0,0,1,10,3,0,1,0,1,23,0
87a90ece4b3028d43e53a09af504efba07945eb91,12,12,1,8,55,11,0,0,39,10,0,0,0,1,10,2,0,1,0,1,23,1
87b504ebb0674bccf3ff7db66346df06f96ada080,4,51,1,24,331,27,19,3,169,30,5,10,0,3,25,4,17,2,27,3,116,0
87b504ebb0674bccf3ff7db66346df06f96ada081,5,51,1,20,331,27,19,0,169,30,5,10,0,3,25,4,17,2,27,3,116,1
87b80d332141123f17d8040874a09c5bbbbd2b500,10,24,1,1,223,23,12,0,90,13,0,1,0,0,1,1,12,0,12,1,44,0
87b80d332141123f17d8040874a09c5bbbbd2b501,14,22,1,1,182,21,11,0,83,12,0,1,0,0,1,1,11,0,11,1,41,1
87df43261cb68da139ef5a576687301ffc3f17590,18,22,2,17,188,20,2,0,101,3,0,1,1,0,1,0,4,0,3,1,127,0
87df43261cb68da139ef5a576687301ffc3f17591,14,22,1,17,188,20,2,0,101,3,0,1,1,0,1,0,4,0,3,1,126,1
888085a05430f676a6bbcba7b0d034c5383ddc5c1,38,69,13,84,39,24,24,4,351,18,3,5,4,13,35,55,67,25,54,8,338,1
888a45514bdda4633797b6d2fb68e6bdf13f12b70,8,29,1,30,46,17,3,0,126,2,2,9,0,0,7,13,16,5,10,2,95,0
888a45514bdda4633797b6d2fb68e6bdf13f12b71,9,29,1,30,46,17,3,0,126,2,2,9,0,0,7,13,16,5,10,2,95,1
88963d37fa25cd58a96974388653614d3c4883f80,28,70,1,75,0,11,11,10,616,4,4,17,13,1,98,36,105,34,103,6,182,0
88963d37fa25cd58a96974388653614d3c4883f81,32,69,1,68,0,11,11,0,612,4,4,17,13,1,98,35,104,33,102,6,181,1
889fa4da7e8c708539fa8deb9253fad294dcc7a10,5,8,1,4,6,5,5,1,33,1,0,3,0,0,0,9,9,1,5,1,21,0
889fa4da7e8c708539fa8deb9253fad294dcc7a11,3,8,1,4,6,5,5,0,31,1,0,3,0,0,0,9,9,1,5,1,21,1
88e0ecf2cf3f74b9a597fefa2cc68a7093dd79c20,22,54,1,46,116,16,3,2,201,11,1,16,1,21,7,126,39,31,33,4,132,0
88e0ecf2cf3f74b9a597fefa2cc68a7093dd79c21,13,54,1,46,116,16,3,0,201,11,1,16,1,21,7,126,39,31,33,4,132,1
88f55e5efd88daee36107591ac9a751866950b9a0,2,26,1,23,76,16,18,3,131,11,0,4,1,0,15,1,32,3,22,2,74,0
88f55e5efd88daee36107591ac9a751866950b9a1,7,26,1,23,76,16,18,0,131,11,0,4,1,0,15,1,32,3,22,2,74,1
899337783764c60a5f19401aaccd5e50a8f1a1741,9,6,2,13,15,6,0,0,40,4,0,0,0,2,0,17,15,0,7,0,63,1
89bfd56a769e67a7392fa3acc57a79fa2cd5d9310,12,40,2,28,360,28,6,2,187,15,1,10,0,0,19,3,26,3,17,4,221,0
89bfd56a769e67a7392fa3acc57a79fa2cd5d9311,19,40,2,23,360,28,6,0,187,15,1,10,0,0,19,3,26,3,17,4,221,1
89c8533c3be5756bc1973adf6830c669c98ee8030,5,31,2,16,27,10,1,65,155,4,5,3,0,1,67,10,10,25,6,5,43,0
89c8533c3be5756bc1973adf6830c669c98ee8031,2,31,2,15,27,10,1,0,154,4,5,3,0,1,67,10,10,25,6,5,43,1
89eb8f067d783c1528eeba197377e825dd3b96170,16,74,4,56,100,20,10,131,440,21,9,29,0,11,181,70,55,18,44,3,260,0
89eb8f067d783c1528eeba197377e825dd3b96171,22,74,2,43,100,20,10,0,440,21,9,29,0,11,181,70,55,18,44,3,260,1
89ee2d3d4c13f3c7036a96554c2d2274e2bdc9b80,5,52,1,52,95,23,9,10,285,9,5,14,2,18,20,46,64,29,35,4,183,0
89ee2d3d4c13f3c7036a96554c2d2274e2bdc9b81,21,52,1,48,95,23,9,0,285,9,5,14,2,18,20,46,64,29,35,4,183,1
8a02f9a8df433c760bf173439a003807eb31de590,22,116,4,87,99,38,37,21,863,26,12,31,7,5,40,40,95,26,70,11,576,0
8a02f9a8df433c760bf173439a003807eb31de591,46,116,4,79,99,38,37,0,863,26,12,31,7,5,40,42,95,26,70,11,576,1
8a75af27432ce088e8ca8c1f002025b2bf2419bd1,2,31,1,27,0,9,11,5,145,1,5,5,3,0,9,20,25,3,19,3,140,1
8a7ecf87d4c993c98890dea6fc5ea8e0fe3a0dc00,18,39,4,61,57,17,25,1,206,7,0,11,0,35,1,39,49,29,33,3,133,0
8a7ecf87d4c993c98890dea6fc5ea8e0fe3a0dc01,18,39,3,59,57,17,25,0,205,7,0,11,0,35,0,39,49,29,33,3,134,1
8a85761500238893ca35bfa42a3601ef154470180,28,304,12,147,4677,110,28,108,1094,151,6,18,7,43,141,218,108,148,71,5,512,0
8a85761500238893ca35bfa42a3601ef154470181,61,303,8,137,4677,110,28,0,1093,151,6,18,7,43,140,218,107,148,70,5,511,1
8aa4aba7dbe109bfe2568cd0dcce8dbe1b22eb260,46,111,20,166,70,51,4,2,739,18,1,28,0,9,24,34,62,10,39,17,326,0
8aa4aba7dbe109bfe2568cd0dcce8dbe1b22eb261,56,111,20,165,70,51,4,0,739,18,1,28,0,9,24,34,62,10,39,17,326,1
8aaaa6ca4bdd25157433bd066b60c4ec904a4c8a0,43,65,13,68,7,23,26,1,448,6,8,13,1,2,44,16,56,10,49,11,319,0
8aaaa6ca4bdd25157433bd066b60c4ec904a4c8a1,47,65,6,67,7,23,26,0,448,6,8,13,1,2,44,16,56,10,49,11,319,1
8abad921ad3dab058386a72bb9b66842f321751d0,100,282,2,337,166,53,7,32,1093,54,42,35,2,43,186,31,273,13,257,5,387,0
8abad921ad3dab058386a72bb9b66842f321751d1,86,282,1,317,166,53,7,0,1093,54,42,35,2,43,186,31,273,13,257,5,387,1
8b55a166f8e475ec8f6ef4d58d91b8a87faf740f1,0,27,1,0,105,15,11,0,70,14,0,12,0,12,0,12,11,0,11,0,61,1
8b5a900ae16332e92511878a32e88d33904d5d6d0,13,35,13,83,11,17,13,13,296,7,7,4,2,15,13,61,53,54,41,7,173,0
8b5a900ae16332e92511878a32e88d33904d5d6d1,28,34,4,75,11,17,13,0,292,7,7,4,2,15,13,61,53,54,41,7,173,1
8b6dee291f061affb9109097f578ec451086a0120,13,24,1,38,4,4,2,5,114,8,3,8,1,3,7,5,29,3,25,5,106,0
8b6dee291f061affb9109097f578ec451086a0121,18,24,1,37,4,4,2,0,114,8,3,8,1,3,7,5,29,3,25,5,106,1
8b765860592f65070b932b44d8c8db054fbcde320,23,43,7,50,10,15,9,0,216,3,0,9,0,12,8,49,45,33,24,6,112,0
8b765860592f65070b932b44d8c8db054fbcde321,16,42,4,50,10,15,8,0,211,3,0,8,0,12,8,49,45,33,24,6,112,1
8b8e55eb84f853b434fcd094cb7e54b5e664995f0,45,156,20,173,318,51,13,6,993,31,16,45,15,4,77,14,121,27,107,25,419,0
8b8e55eb84f853b434fcd094cb7e54b5e664995f1,72,156,20,161,318,51,13,0,993,31,16,45,15,4,76,14,121,27,107,25,419,1
8b8e694c60cd424daaaee2d13f4a7e6b684e71530,6,11,1,20,0,4,3,0,62,4,0,2,1,0,5,1,13,5,10,2,66,0
8b8e694c60cd424daaaee2d13f4a7e6b684e71531,9,10,1,20,0,4,3,0,62,4,0,1,1,0,5,1,13,5,10,2,66,1
8bff6327308c69d9596c230b12520e541b1197421,18,40,1,58,93,15,1,24,181,28,1,3,3,2,20,23,39,22,41,3,133,1
8c0174de47bd75cebc793499b6494c091b0c4b280,17,63,6,101,45,19,28,0,324,16,4,20,2,0,41,30,58,1,46,5,188,0
8c0174de47bd75cebc793499b6494c091b0c4b281,25,63,5,98,45,19,28,0,324,16,4,20,2,0,41,30,58,1,46,5,188,1
8c6dc6420ec16a4bc7dd6fb36edb46679b19bb3f0,4,8,1,0,5,6,2,0,30,5,1,1,0,0,0,5,6,4,4,1,19,0
8c6dc6420ec16a4bc7dd6fb36edb46679b19bb3f1,3,8,1,0,5,6,2,0,30,5,1,1,0,0,0,5,6,4,4,1,19,1
8c9ea5acfe0c2901e4eaa8702118aaf070ed15910,3,2,2,3,1,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0
8c9ea5acfe0c2901e4eaa8702118aaf070ed15911,3,2,1,2,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,1
8cd9429be0eadd09447df4b55d74093a62bdddce0,33,46,4,56,3,14,16,2,304,6,1,9,6,0,19,5,30,1,30,9,147,0
8cd9429be0eadd09447df4b55d74093a62bdddce1,40,46,4,53,3,14,16,0,304,6,1,9,6,0,19,5,30,1,30,9,147,1
8cdde7f9161f10e26628965127d516baaed151100,9,24,7,30,16,17,10,4,142,6,0,3,0,0,1,17,21,1,21,3,66,0
8cdde7f9161f10e26628965127d516baaed151101,14,24,3,28,16,17,10,0,141,6,0,3,0,0,1,17,20,1,20,3,66,1
8d27ec3751be770b670ec1ffeacd1ecb859613241,24,126,1,143,64,24,18,6,544,23,15,50,10,3,27,47,144,16,107,6,185,1
8d655340ea0cc3a030dd33d34165f2e8189fab6d0,37,151,5,95,22,48,21,0,1102,53,0,58,28,2,2,2,40,0,33,10,169,0
8d655340ea0cc3a030dd33d34165f2e8189fab6d1,48,151,4,88,22,48,21,0,1102,53,0,58,28,2,2,2,40,0,33,10,169,1
8d78893a76a8c14c18b304ffe1fce2dc43ed42060,26,55,7,58,0,20,6,6,317,3,2,10,4,1,5,1,32,2,20,9,195,0
8d78893a76a8c14c18b304ffe1fce2dc43ed42061,27,55,6,58,0,20,6,0,317,3,2,10,4,1,5,1,32,2,20,9,195,1
8da876549f6cd24a741de5519203d1f1a15ffe490,29,27,2,59,52,16,5,0,143,12,0,5,2,0,18,3,20,0,17,2,122,0
8da876549f6cd24a741de5519203d1f1a15ffe491,26,27,1,58,52,16,5,0,142,12,0,5,2,0,18,3,19,0,16,2,121,1
8daa7686e59a95b1283805df4abb59952af7cf0d0,79,23,28,32,4,16,50,7,477,6,0,5,0,0,8,7,52,3,72,5,341,0
8daa7686e59a95b1283805df4abb59952af7cf0d1,94,23,26,31,4,16,50,0,477,6,0,5,0,0,8,7,52,3,72,5,341,1
8dc40382082c54b3bb6ffd8a8c1927efe4372a5f0,5,17,1,17,16,9,3,10,131,5,2,2,2,7,3,26,26,9,19,3,91,0
8dc40382082c54b3bb6ffd8a8c1927efe4372a5f1,7,17,1,17,16,9,3,0,131,5,2,2,2,7,3,26,26,9,19,3,91,1
8e5b7b5f898a2965bd2d11e1784a0d6ab350ccc41,16,8,1,30,0,5,7,1,69,8,1,1,0,0,1,3,10,0,22,2,61,1
8e5b8487ae1bf9e20fdf8f07a706e560e4569ea60,21,30,1,24,0,16,16,2,250,15,0,14,0,0,2,0,45,0,25,2,156,0
8e5b8487ae1bf9e20fdf8f07a706e560e4569ea61,22,30,1,18,0,16,16,0,251,15,0,14,0,0,2,0,46,0,25,2,157,1
8e5c94658d618a899283dbb92be0bf29308679750,45,106,27,121,280,60,17,6,646,15,12,24,0,4,5,16,82,2,66,10,310,0
8e5c94658d618a899283dbb92be0bf29308679751,63,105,12,105,280,60,17,0,637,15,12,23,0,4,4,16,81,2,65,10,306,1
8e738aee7d6765d3c1cff2c350f6c6ff677550690,9,18,1,37,15,6,0,13,87,3,2,5,5,0,9,3,14,2,12,4,57,0
8e738aee7d6765d3c1cff2c350f6c6ff677550691,17,18,1,35,15,6,0,0,87,3,2,5,5,0,9,3,14,2,12,4,57,1
8e9122191b55668e63ed8d9dde0d462d46c7335c0,7,245,1,131,1268,56,3,131,1005,48,21,31,7,11,532,126,220,152,159,5,219,0
8e9122191b55668e63ed8d9dde0d462d46c7335c1,17,245,1,131,1268,56,3,0,1005,48,21,31,7,11,532,126,220,152,159,5,219,1
8e96b675fa3d7b6705c30c9ccc80b340962f6ed40,57,173,8,196,780,65,33,7,936,30,0,41,0,19,74,51,103,47,66,6,558,0
8e96b675fa3d7b6705c30c9ccc80b340962f6ed41,41,173,3,194,780,65,33,0,924,30,0,41,0,19,74,51,100,47,66,6,558,1
8f5a76fef616565541dacbae0a9d7841d9a33e981,38,142,32,149,564,61,19,31,930,38,5,28,25,1,17,19,101,4,74,24,314,1
8f62f6cae99e3314e325429ae745e78f079b3bfc0,13,20,2,14,0,4,1,0,58,11,0,4,0,4,6,4,7,0,6,3,51,0
8f62f6cae99e3314e325429ae745e78f079b3bfc1,12,20,1,12,0,4,1,0,57,11,0,4,0,4,6,5,6,0,5,3,49,1
8f68a4e440f07a559af0d38f8b654bb9ff897c520,30,45,1,64,42,13,10,6,182,15,10,2,3,1,4,10,40,3,43,4,130,0
8f68a4e440f07a559af0d38f8b654bb9ff897c521,31,43,1,58,30,12,10,0,172,14,9,2,3,1,4,10,39,3,42,4,125,1
8f69017d5af399b990f51b23a1171cec45cd45cf0,83,283,39,278,1004,78,40,13,1351,37,17,65,17,15,188,41,186,52,133,26,562,0
8f69017d5af399b990f51b23a1171cec45cd45cf1,94,283,15,261,1004,78,40,0,1352,37,17,65,17,15,189,41,186,52,133,26,562,1
8f7790d2264fa3133c1dfeb6f3f5c3aa35878cdd0,32,85,4,53,196,34,27,9,543,29,13,18,0,3,8,66,128,1,79,5,373,0
8f7790d2264fa3133c1dfeb6f3f5c3aa35878cdd1,37,60,4,37,218,34,27,0,436,28,6,11,0,2,4,34,76,0,51,4,359,1
8fa836ba00fde9a78d354d7c76d51a12efce71250,9,14,2,5,0,1,0,0,39,1,0,1,0,0,14,0,9,0,2,1,19,0
8fa836ba00fde9a78d354d7c76d51a12efce71251,9,14,1,4,0,1,0,0,38,1,0,1,0,0,12,0,8,0,1,1,18,1
9035e83048289f6c96471fabdcf6cc7b2f1ba03d1,19,49,1,58,155,22,10,1,223,21,2,12,4,2,30,10,43,10,31,3,173,1
9038e3046b8cd7cdfdc6404a45877d99e366a8a00,8,91,1,92,550,36,4,51,433,34,12,20,5,0,320,43,107,66,95,3,198,0
9038e3046b8cd7cdfdc6404a45877d99e366a8a01,12,89,1,95,586,37,4,0,415,35,11,18,5,0,311,45,107,70,95,3,197,1
903e98c47ccb54aac6317e962ac3793c3e5d2ad90,19,51,1,77,99,19,9,1,258,19,3,8,4,2,31,14,54,5,51,5,166,0
903e98c47ccb54aac6317e962ac3793c3e5d2ad91,37,54,1,75,99,19,9,0,271,19,4,9,4,2,31,15,58,6,53,5,167,1
9042b776c984a84b65d81d5294a50d884b47c3380,29,39,9,50,83,27,7,7,279,11,1,2,4,0,6,8,19,7,18,6,133,0
9042b776c984a84b65d81d5294a50d884b47c3381,37,38,9,49,83,27,7,0,275,11,1,1,4,0,5,8,18,7,18,6,129,1
9093c56f0e3cd8bda855db47b003303f58e884270,38,141,5,91,798,62,49,5,925,40,3,24,1,23,3,104,183,154,118,7,465,0
9093c56f0e3cd8bda855db47b003303f58e884271,34,141,4,87,798,62,49,0,925,40,3,24,1,23,3,104,183,154,118,7,465,1
90da03e060f91aaf2f6156085802ab65eab379ac0,17,31,3,37,8,7,5,9,177,5,2,3,4,2,17,4,25,6,17,7,181,0
90da03e060f91aaf2f6156085802ab65eab379ac1,23,30,3,36,8,7,5,0,177,5,2,2,4,2,17,4,25,6,17,7,181,1
913e07af764ced04680f4db22d4de20b59ec80ce1,7,6,2,14,13,6,1,0,28,0,0,0,0,1,4,0,1,0,2,0,21,1
9140af8f31e20033d1b5b97d6127ba4ae143043c0,14,74,5,9,1168,62,36,0,728,53,0,12,0,0,15,2,68,4,36,1,287,0
9140af8f31e20033d1b5b97d6127ba4ae143043c1,19,74,5,9,1168,62,36,0,728,53,0,12,0,0,15,2,68,4,36,1,287,1
915558e31e16883776b5205ef703288c62d515d40,22,143,2,64,3486,86,1,15,840,58,7,2,0,0,37,11,48,7,52,3,472,0
915558e31e16883776b5205ef703288c62d515d41,42,143,2,54,3486,86,1,0,840,58,7,2,0,0,37,11,48,7,52,3,472,1
915b52687bc7ee3cfd59bcd4470725ee648229310,15,32,2,36,1,2,0,1,104,1,3,5,0,5,15,4,34,1,25,8,70,0
915b52687bc7ee3cfd59bcd4470725ee648229311,18,30,1,36,1,2,0,0,92,1,3,5,0,5,11,4,30,1,23,8,69,1
91cf0a24304994bbcaeaac9f877f98cf5c5633820,11,61,2,65,216,25,7,2,245,24,3,14,3,0,14,1,22,6,18,3,129,0
91cf0a24304994bbcaeaac9f877f98cf5c5633821,18,55,1,61,169,23,7,0,219,21,3,14,3,0,14,1,22,6,18,3,121,1
91ead3aa9b2848effc9557c1cc9c7baff9d84d190,64,885,1,326,50420,364,20,41,3205,416,69,169,2,17,91,464,394,86,281,5,626,0
91ead3aa9b2848effc9557c1cc9c7baff9d84d191,77,885,1,259,50420,364,20,0,3205,416,69,169,2,17,91,465,394,86,281,5,626,1
87078612cab826c5726b9aaa3ccee4c60d363e600,26,38,1,15,44,16,7,0,111,21,0,17,0,9,26,16,18,8,10,2,59,0
877ed551484aa9ad3e5cb543f5876775dc47c47c0,42,22,11,53,6,14,16,0,204,8,0,2,1,0,12,7,19,1,19,5,149,0
87fd050875b204cfbb6cc1a7f9c2da5528a2d0f80,8,126,2,78,522,42,12,24,517,58,21,25,4,0,35,21,63,13,53,6,147,0
888085a05430f676a6bbcba7b0d034c5383ddc5c0,38,69,13,85,39,24,24,4,351,18,3,5,4,13,35,55,67,25,54,8,338,0
892b1b02af080b683ffb75fbef0e1120f49f542d0,5,69,1,30,43,18,6,12,206,22,1,12,8,3,26,19,40,19,21,2,74,0
899337783764c60a5f19401aaccd5e50a8f1a1740,11,6,2,20,15,6,0,0,49,4,0,0,0,2,1,26,23,1,13,0,74,0
8a2822d1d49a9dab3a85ea3b16113395abc069e90,3,8,2,10,16,8,2,2,45,0,0,0,0,0,5,0,8,2,8,0,73,0
8a75af27432ce088e8ca8c1f002025b2bf2419bd0,2,33,1,27,0,10,13,5,151,1,5,6,3,1,7,20,27,3,21,3,145,0
8ae556a93e87c3e96f5dd796f8cb0a2cae92b0d60,98,344,46,229,3174,162,45,106,2085,207,11,27,0,26,56,57,144,25,120,44,556,0
8b55a166f8e475ec8f6ef4d58d91b8a87faf740f0,1,28,1,3,120,16,11,3,73,15,0,12,0,12,0,12,11,0,11,0,72,0
8b983c98016bfb23e082f9e37005fa267093ba500,68,124,13,98,105,47,36,11,1055,35,8,39,4,14,30,36,121,36,86,15,1033,0
8bff6327308c69d9596c230b12520e541b1197420,18,41,1,58,108,16,1,25,184,29,1,3,3,2,20,23,39,23,41,3,133,0
8cdef2f909f4ceb9b928c10eaa19565c170ba9490,17,110,2,52,219,31,17,2,500,25,19,25,1,2,78,77,105,13,81,8,128,0
8d27ec3751be770b670ec1ffeacd1ecb859613240,41,126,1,133,64,24,18,0,546,23,15,50,10,3,27,47,144,16,107,6,185,0
8dcd43c109202d6b4c7de382c49b5054ff6201c20,17,41,3,38,72,21,13,0,197,3,1,18,0,0,1,22,34,0,19,2,152,0
8e5b7b5f898a2965bd2d11e1784a0d6ab350ccc40,14,8,1,30,0,5,7,0,69,8,1,1,0,0,1,3,10,0,22,2,61,0
8efdbbf88e4b4a6c27e8cfe65fe21ed7988cb79a0,37,90,9,103,66,21,16,7,516,24,10,33,2,4,28,15,92,20,75,7,275,0
8f5a76fef616565541dacbae0a9d7841d9a33e980,77,143,24,143,564,61,19,0,933,38,5,28,25,1,17,19,101,4,74,24,316,0
8fb5d571c67489b22af8dca9d7a60fdfb22668a30,34,51,8,68,35,20,19,2,492,8,3,20,4,0,21,2,71,7,50,9,392,0
9035e83048289f6c96471fabdcf6cc7b2f1ba03d0,28,50,1,56,177,23,10,0,227,22,2,12,4,2,31,13,44,13,32,3,175,0
90e0eaf5f5af099893f2ec1520e0e6442163356f0,10,46,1,23,15,6,6,0,242,9,2,12,0,14,0,140,108,130,63,4,103,0
92aba77cc1769ebb1f13fc1a6e105f293408844c1,3,1,2,8,0,1,5,0,20,0,0,0,0,0,5,0,0,0,5,0,26,1
92d71d4477c744cd2273182c9c283db9d10e8faa0,22,91,1,70,52,24,4,0,353,26,23,22,0,8,17,13,68,6,56,5,108,0
92d71d4477c744cd2273182c9c283db9d10e8faa1,29,91,1,67,52,24,4,0,353,26,23,22,0,8,17,14,68,6,56,5,108,1
92e35a6ea2fcef425fa71cc0b03b63d0831523a60,40,133,6,117,142,31,21,6,684,40,4,45,17,13,68,63,157,6,101,6,304,0
92e35a6ea2fcef425fa71cc0b03b63d0831523a61,50,133,5,110,142,31,21,0,684,40,4,45,17,13,68,63,157,6,101,6,304,1
92edb53fe1efc6697c047a52ffd6240248177e710,14,40,2,22,16,10,7,3,215,15,5,16,0,9,3,19,36,8,30,6,80,0
92edb53fe1efc6697c047a52ffd6240248177e711,18,40,2,22,16,10,7,0,215,15,5,16,0,9,3,19,36,8,30,6,80,1
930c130f0405beb8d012132bf3286ce9c05b35790,16,110,3,67,34,34,30,6,576,22,11,18,8,18,30,63,118,44,72,5,324,0
930c130f0405beb8d012132bf3286ce9c05b35791,26,101,3,54,11,31,29,0,502,20,10,15,7,18,30,61,111,44,68,4,311,1
93140e1c1f1e70b064621ce86972fdfdc63dfa090,9,39,1,22,82,17,4,1,250,14,2,18,0,0,29,5,17,11,17,2,255,0
93140e1c1f1e70b064621ce86972fdfdc63dfa091,9,39,1,21,82,17,4,0,250,14,2,18,0,0,29,5,17,11,17,2,255,1
